node	contResp	contExp1	contExp2	contExp1NoVar	contRespNA	contExp1NA	contExp2NA	binFact	triFact	binFactNA	triFactNA	sppRichTaxa	sppRichTips
186	-3.51901141986650	0.188135791431969	3.04614479771035	0.188135791431969	-3.51901141986650	0.188135791431969	3.04614479771035	A	B	A	B	32	 1
187	-9.65729522302027	-2.68069623983129	-2.54083384548672	-2.68069623983129	-9.65729522302027	-2.68069623983129	-2.54083384548672	A	C	A	C	49	 1
188	-9.52451627854942	-2.85633949700323	-2.33400579317154	-2.85633949700323	-9.52451627854942	-2.85633949700323	-2.33400579317154	A	C	A	C	30	 1
189	-2.76049468144088	8.2166215943263	-1.65302994462212	8.2166215943263	-2.76049468144088	8.2166215943263	-1.65302994462212	B	B	B	B	19	 1
190	-2.8060443160314	8.13162441057043	-1.54704067500523	8.13162441057043	-2.8060443160314	8.13162441057043	-1.54704067500523	B	B	NA	B	4	 1
191	-11.4951953777313	0.802847334829	1.15336313953729	0.802847334829	NA	0.802847334829	1.15336313953729	B	A	B	A	15	 1
192	-11.4026759239049	0.910621054062509	1.04792795307480	0.910621054062509	-11.4026759239049	0.910621054062509	1.04792795307480	B	A	B	NA	4	 1
193	-6.81831487014464	-2.04390675043396	1.21815112817120	-2.04390675043396	-6.81831487014464	-2.04390675043396	1.21815112817120	B	C	B	C	20	 1
194	-6.91238458634298	-2.15199100892600	1.19449994214343	-2.15199100892600	-6.91238458634298	-2.15199100892600	1.19449994214343	B	C	B	C	19	 1
195	-9.91103137037184	-1.95362185678981	-2.39554566126090	-1.95362185678981	NA	-1.95362185678981	-2.39554566126090	A	C	A	C	38	 1
196	-9.9915432831875	-1.98616495072536	-2.38446242510483	-1.98616495072536	-9.9915432831875	NA	-2.38446242510483	A	C	A	C	41	 1
197	-4.50515335464909	1.99147301988259	1.26271112403087	1.99147301988259	-4.50515335464909	1.99147301988259	1.26271112403087	A	A	A	A	38	 1
198	-4.55363363531100	1.90817684756519	1.25575308669950	1.90817684756519	-4.55363363531100	1.90817684756519	1.25575308669950	A	A	A	A	11	 1
199	-8.49763443541892	-4.17110415154543	-0.919337583860225	-4.17110415154543	-8.49763443541892	-4.17110415154543	-0.919337583860225	B	C	B	C	9	 1
200	-8.50962178904708	-4.16624380179749	-0.931942556173047	-4.16624380179749	NA	-4.16624380179749	-0.931942556173047	B	C	B	C	7	 1
